,cate,salary
8514,0,40000
8515,1,42500
8516,0,35000
8517,3,55000
8518,3,60000
8519,3,75000
8520,1,50000
8521,0,50000
8522,3,150000
8523,1,50000
8524,0,29232
8525,0,37500
8526,1,45000
8527,0,40000
8528,1,42500
8529,0,35000
8530,3,55000
8531,3,60000
8532,3,75000
8533,1,50000
8534,3,59000
8535,1,46000
8536,3,37500
8537,1,37500
8538,3,31500
8539,0,38000
8540,3,47500
8541,1,28000
8542,0,117500
8543,1,30000
8544,1,39500
8545,1,41500
8546,3,59000
8547,1,46000
8548,3,37500
8549,1,37500
8550,3,31500
8551,0,38000
8552,3,47500
8553,1,28000
8554,0,117500
8555,1,30000
8556,1,39500
8557,1,41500
8558,3,100000
8559,3,85000
8560,3,38500
8561,1,60000
8562,1,40000
8563,1,30000
8564,1,40000
8565,3,35000
8566,3,51500
8567,3,43500
8568,1,40000
8569,3,55000
8570,1,55000
8571,3,37000
8572,3,55000
8573,1,47500
8574,3,46000
8575,3,57500
8576,0,42500
8577,3,55000
8578,3,48000
8579,3,63500
8580,3,100000
8581,3,85000
8582,3,38500
8583,1,60000
8584,3,35000
8585,3,34000
8586,1,65000
8587,0,52500
8588,3,40000
8589,0,55000
8590,3,51500
8591,1,45000
8592,3,72500
8593,1,50000
8594,3,40000
8595,3,35000
8596,3,34000
8597,1,65000
8598,0,52500
8599,3,40000
8600,0,55000
8601,3,51500
8602,1,45000
8603,3,72500
8604,1,50000
8605,3,40000
8606,3,35000
8607,3,34000
8608,1,65000
8609,0,52500
8610,3,40000
8611,0,55000
8612,3,51500
8613,1,45000
8614,3,72500
8615,1,50000
8616,3,40000
8617,3,35000
8618,3,34000
8619,1,65000
8620,0,52500
8621,3,40000
8622,0,55000
8623,3,51500
8624,1,45000
8625,3,72500
8626,1,50000
8627,3,40000
8628,3,35000
8629,3,34000
8630,1,65000
8631,0,52500
8632,3,40000
8633,0,55000
8634,3,51500
8635,1,45000
8636,3,72500
8637,1,50000
8638,3,40000
8639,3,35000
8640,3,34000
8641,1,65000
8642,0,52500
8643,3,40000
8644,0,55000
8645,3,51500
8646,1,45000
8647,3,72500
8648,1,50000
8649,3,40000
8650,3,35000
8651,3,34000
8652,1,65000
8653,0,52500
8654,3,40000
8655,0,55000
8656,3,51500
8657,1,45000
8658,3,72500
8659,1,50000
8660,3,40000
8661,3,35000
8662,3,34000
8663,1,65000
8664,0,52500
8665,3,40000
8666,0,55000
8667,3,51500
8668,1,45000
8669,3,72500
8670,1,50000
8671,3,40000
8672,3,35000
8673,3,34000
8674,1,65000
8675,0,52500
8676,3,40000
8677,0,55000
8678,3,51500
8679,1,45000
8680,3,72500
8681,1,50000
8682,3,40000
8683,3,35000
8684,3,34000
8685,1,65000
8686,0,52500
8687,3,40000
8688,0,55000
8689,3,51500
8690,1,45000
8691,3,72500
8692,1,50000
8693,3,40000
8694,3,70000
8695,1,60000
8696,1,31500
8697,3,60000
8698,1,35000
8699,1,45000
8700,1,35000
8701,1,35000
8702,1,35000
8703,3,35000
8704,3,70000
8705,1,60000
8706,1,31500
8707,3,60000
8708,1,35000
8709,1,45000
8710,1,35000
8711,1,35000
8712,2,40000
8713,1,38000
8714,1,42000
8715,1,34000
8716,3,41500
8717,1,45000
8718,0,50000
8719,1,39000
8720,1,269230
8721,1,269230
8722,3,50000
8723,4,60192
8724,0,30500
8725,1,33400
8726,1,37000
8727,3,45000
8728,3,45000
8729,0,45000
8730,3,45000
8731,3,45000
8732,1,37000
8733,1,40000
8734,3,45000
8735,0,70000
8736,1,42500
8737,1,44500
8738,1,43500
8739,3,42500
8740,1,30000
8741,3,35000
8742,0,84615
8743,3,35000
8744,3,52500
8745,3,35000
8746,1,58000
8747,3,40000
8748,1,41500
8749,0,45000
8750,1,49000
8751,1,49000
8752,1,49000
8753,1,41500
8754,3,52500
8755,0,40000
8756,2,31000
8757,3,52500
8758,1,49000
8759,1,40000
8760,2,47500
8761,1,39000
8762,1,38391
8763,1,44000
8764,0,44000
8765,1,34500
8766,1,34500
8767,3,52500
8768,1,37625
8769,3,37625
8770,3,40000
8771,0,37625
8772,1,32500
8773,0,34000
8774,1,40000
8775,1,30000
8776,1,50000
8777,3,58000
8778,0,100000
8779,0,65000
8780,1,32625
8781,1,35000
8782,1,45000
8783,1,52500
8784,3,52500
8785,3,40000
8786,0,37500
8787,3,60000
8788,0,43000
8789,4,38500
8790,0,47500
8791,1,32625
8792,1,70000
8793,3,40906
8794,0,46500
8795,3,32500
8796,3,35000
8797,1,30125
8798,1,30125
8799,1,46500
8800,1,30000
8801,3,40906
8802,0,61000
8803,0,61000
8804,0,41000
8805,1,29232
8806,3,39000
8807,1,45000
8808,1,37500
8809,3,47500
8810,1,49000
8811,1,50000
8812,1,35000
8813,1,45000
8814,1,60000
8815,1,52500
8816,0,50000
8817,1,40000
8818,3,33000
8819,3,36500
8820,3,36500
8821,3,29232
8822,3,40000
8823,3,46153
8824,1,50000
8825,3,52500
8826,3,52500
8827,3,43500
8828,2,35000
8829,1,40000
8830,0,40000
8831,3,44000
8832,1,44000
8833,1,46500
8834,0,46500
8835,3,38500
8836,3,50000
8837,3,42500
8838,1,50000
8839,3,38000
8840,3,30000
8841,4,76923
8842,4,73076
8843,3,96153
8844,3,38500
8845,1,65000
8846,3,37000
8847,0,40500
8848,0,70000
8849,3,65000
8850,0,40500
8851,3,65000
8852,0,65000
8853,1,31000
8854,1,40500
8855,1,40000
8856,1,40000
8857,3,120000
8858,0,47500
8859,3,45000
8860,3,33000
8861,1,52500
8862,1,61538
8863,0,61538
8864,4,84615
8865,0,61538
8866,3,52500
8867,3,44500
8868,3,45000
8869,3,33000
8870,1,52500
8871,1,61538
8872,0,61538
8873,4,84615
8874,0,61538
8875,3,52500
8876,3,44500
8877,1,43500
8878,1,47500
8879,1,62500
8880,1,50000
8881,3,41500
8882,1,45000
8883,1,36500
8884,1,50000
8885,0,50000
8886,0,50000
8887,1,50000
8888,1,67307
8889,0,67307
8890,0,82692
8891,0,67307
8892,0,82692
8893,1,82692
8894,3,37500
8895,1,42000
8896,1,50000
8897,1,42500
8898,0,50000
8899,1,269230
8900,1,269230
8901,3,46000
8902,3,38000
8903,1,33000
8904,3,29000
8905,1,36500
8906,0,42500
8907,0,51000
8908,0,49500
8909,1,41000
8910,1,42000
8911,1,50000
8912,1,42500
8913,0,50000
8914,1,269230
8915,1,269230
8916,3,46000
8917,3,38000
8918,1,33000
8919,3,29000
8920,1,36500
8921,0,42500
8922,0,51000
8923,0,49500
8924,1,41000
8925,1,42000
8926,1,50000
8927,1,42500
8928,0,50000
8929,1,269230
8930,1,269230
8931,3,46000
8932,3,38000
8933,1,33000
8934,3,29000
8935,1,36500
8936,0,42500
8937,0,51000
8938,0,49500
8939,1,41000
8940,1,55000
8941,1,28000
8942,0,27000
8943,1,70000
8944,3,40000
8945,1,35000
8946,1,36000
8947,0,55000
8948,1,35000
8949,4,43500
8950,1,43500
8951,2,45000
8952,3,43500
8953,1,45000
8954,1,37000
8955,1,43500
8956,1,52500
8957,2,31500
8958,1,55000
8959,1,28000
8960,0,27000
8961,1,46000
8962,1,42500
8963,1,41500
8964,0,45000
8965,1,44750
8966,3,42500
8967,1,38500
8968,3,38500
8969,0,40000
8970,3,40000
8971,1,30000
8972,1,30000
8973,3,30000
8974,1,30000
8975,2,50000
8976,0,33500
8977,1,42500
8978,0,39000
8979,1,68500
8980,3,40000
8981,1,30000
8982,3,40000
8983,1,36500
8984,1,38000
8985,3,40000
8986,1,42500
8987,3,52500
8988,3,60000
8989,1,40000
8990,1,40000
8991,3,52500
8992,3,42500
8993,1,75000
8994,3,52500
8995,0,35000
8996,3,52500
8997,3,52500
8998,3,52500
8999,1,45000
9000,1,130769
9001,3,45000
9002,3,90000
9003,0,123076
9004,3,51500
9005,3,45000
9006,1,45000
9007,1,130769
9008,3,45000
9009,3,90000
9010,0,123076
9011,3,51500
9012,3,45000
9013,1,45000
9014,1,130769
9015,3,45000
9016,3,90000
9017,0,123076
9018,3,51500
9019,3,45000
9020,1,45000
9021,1,130769
9022,3,45000
9023,3,90000
9024,0,123076
9025,3,51500
9026,3,45000
9027,1,45000
9028,1,130769
9029,3,45000
9030,3,90000
9031,0,123076
9032,3,51500
9033,3,45000
9034,1,45000
9035,1,130769
9036,3,45000
9037,3,90000
9038,0,123076
9039,3,51500
9040,3,45000
9041,1,45000
9042,1,130769
9043,2,52000
9044,2,40000
9045,3,57500
9046,0,73076
9047,3,66538
9048,0,73076
9049,0,50000
9050,3,45000
9051,1,62500
9052,3,35000
9053,3,73076
9054,1,60000
9055,2,52000
9056,2,40000
9057,3,57500
9058,0,73076
9059,3,66538
9060,0,73076
9061,2,39500
9062,3,40000
9063,0,35000
9064,1,45000
9065,3,60000
9066,3,60000
9067,0,52500
9068,2,39500
9069,3,40000
9070,0,35000
9071,1,45000
9072,3,60000
9073,3,60000
9074,0,52500
9075,2,39500
9076,3,40000
9077,0,35000
9078,1,45000
9079,3,60000
9080,3,60000
9081,0,52500
9082,2,39500
9083,3,40000
9084,0,35000
9085,1,45000
9086,3,60000
9087,3,60000
9088,0,52500
9089,2,39500
9090,3,40000
9091,0,35000
9092,1,45000
9093,3,60000
9094,3,60000
9095,0,52500
9096,2,39500
9097,3,40000
9098,0,35000
9099,1,45000
9100,3,60000
9101,3,60000
9102,0,52500
9103,2,39500
9104,3,40000
9105,0,35000
9106,1,45000
9107,3,60000
9108,3,60000
9109,0,52500
9110,2,39500
9111,3,40000
9112,0,35000
9113,1,45000
9114,3,60000
9115,3,60000
9116,0,52500
9117,2,39500
9118,3,40000
9119,0,35000
9120,1,45000
9121,0,38000
9122,0,52500
9123,0,44500
9124,0,38000
9125,0,52500
9126,0,44500
9127,0,38000
9128,0,52500
9129,0,44500
9130,0,38000
9131,0,52500
9132,0,44500
9133,0,38000
9134,0,52500
9135,0,44500
9136,0,38000
9137,0,52500
9138,0,44500
9139,0,38000
9140,0,52500
9141,0,44500
9142,0,38000
9143,0,52500
9144,0,44500
9145,0,38000
9146,0,52500
9147,1,45000
9148,4,60000
9149,3,44000
9150,3,53500
9151,3,39000
9152,3,65000
9153,3,60000
9154,3,45000
9155,3,65000
9156,3,37500
9157,3,62500
9158,3,55000
9159,1,45000
9160,4,60000
9161,3,44000
9162,3,53500
9163,3,39000
9164,3,65000
9165,3,60000
9166,3,45000
9167,3,65000
9168,3,37500
9169,3,62500
9170,3,55000
9171,1,45000
9172,4,60000
9173,3,44000
9174,3,53500
9175,3,39000
9176,3,65000
9177,3,60000
9178,3,45000
9179,3,65000
9180,3,37500
9181,3,62500
9182,3,55000
9183,1,45000
9184,4,60000
9185,3,44000
9186,3,53500
9187,3,39000
9188,3,65000
9189,3,60000
9190,3,45000
9191,3,65000
9192,3,37500
9193,3,62500
9194,3,55000
9195,1,45000
9196,4,60000
9197,3,44000
9198,3,53500
9199,3,39000
9200,3,65000
9201,3,60000
9202,3,45000
9203,3,65000
9204,3,37500
9205,3,62500
9206,3,55000
9207,1,45000
9208,4,60000
9209,3,44000
9210,3,53500
9211,3,39000
9212,3,65000
9213,3,60000
9214,3,45000
9215,3,65000
9216,3,37500
9217,3,62500
9218,3,55000
9219,1,45000
9220,4,60000
9221,3,44000
9222,3,53500
9223,0,28000
9224,3,28000
9225,1,28000
9226,3,28000
9227,0,28000
9228,0,28000
9229,0,28000
9230,3,50000
9231,0,82500
9232,3,33500
9233,3,30000
9234,3,38000
9235,3,38000
9236,3,40000
9237,3,51401
9238,2,40000
9239,0,65384
9240,3,33500
9241,3,30000
9242,3,38000
9243,3,38000
9244,3,40000
9245,3,51401
9246,2,40000
9247,0,65384
9248,3,33500
9249,3,30000
9250,3,38000
9251,3,38000
9252,3,40000
9253,3,51401
9254,2,40000
9255,0,65384
9256,3,33500
9257,3,30000
9258,3,38000
9259,3,38000
9260,3,40000
9261,3,51401
9262,2,40000
9263,0,65384
9264,3,33500
9265,3,30000
9266,3,38000
9267,3,38000
9268,3,40000
9269,3,51401
9270,2,40000
9271,0,65384
9272,3,33500
9273,3,30000
9274,3,38000
9275,3,38000
9276,3,40000
9277,3,51401
9278,2,40000
9279,0,65384
9280,3,33500
9281,3,30000
9282,3,38000
9283,3,38000
9284,3,40000
9285,3,51401
9286,2,40000
9287,0,65384
9288,3,33500
9289,3,30000
9290,3,38000
9291,3,38000
9292,3,40000
9293,3,51401
9294,2,40000
9295,0,65384
9296,3,33500
9297,3,30000
9298,3,38000
9299,3,38000
9300,3,40000
9301,2,40500
9302,1,47500
9303,4,36000
9304,3,36570
9305,3,30000
9306,0,82500
9307,3,85000
9308,3,80000
9309,1,50000
9310,4,35000
9311,0,82500
9312,3,85000
9313,3,80000
9314,1,50000
9315,4,35000
9316,0,82500
9317,3,85000
9318,3,80000
9319,1,50000
9320,4,35000
9321,0,82500
9322,3,85000
9323,3,80000
9324,1,50000
9325,4,35000
9326,0,82500
9327,3,85000
9328,3,80000
9329,1,50000
9330,4,35000
9331,0,82500
9332,3,85000
9333,3,80000
9334,1,50000
9335,4,35000
9336,0,82500
9337,3,85000
9338,3,80000
9339,1,50000
9340,4,35000
9341,0,82500
9342,3,85000
9343,3,80000
9344,1,50000
9345,4,35000
9346,0,82500
9347,3,85000
9348,3,80000
9349,1,50000
9350,4,35000
9351,0,82500
9352,3,85000
9353,3,80000
9354,1,50000
9355,4,35000
9356,0,82500
9357,3,85000
9358,3,80000
9359,1,50000
9360,4,35000
9361,0,82500
9362,3,85000
9363,3,80000
9364,1,50000
9365,4,35000
9366,0,82500
9367,3,85000
9368,3,80000
9369,1,50000
9370,4,35000
9371,0,82500
9372,3,85000
9373,3,80000
9374,1,50000
9375,4,35000
9376,0,82500
9377,3,85000
9378,3,80000
9379,1,50000
9380,4,35000
9381,0,82500
9382,3,85000
9383,3,80000
9384,1,50000
9385,4,35000
9386,0,82500
9387,3,85000
9388,3,80000
9389,1,50000
9390,4,35000
9391,0,82500
9392,3,85000
9393,3,64384
9394,3,64384
9395,3,64384
9396,3,64384
9397,3,64384
9398,3,70000
9399,3,57500
9400,0,50000
9401,4,45000
9402,3,38000
9403,3,45000
9404,0,50000
9405,4,45000
9406,3,100000
9407,3,52500
9408,3,40500
9409,3,65384
9410,3,100000
9411,1,130769
9412,3,52500
9413,3,100000
9414,3,52500
9415,3,40500
9416,3,65384
9417,3,100000
9418,1,130769
9419,3,52500
9420,3,100000
9421,3,56500
9422,4,29000
9423,2,34000
9424,3,50000
9425,2,42500
9426,2,34000
9427,2,40000
9428,3,30000
9429,2,50000
9430,4,29000
9431,2,34000
9432,3,50000
9433,2,42500
9434,2,34000
9435,2,40000
9436,3,30000
9437,2,50000
9438,4,29000
9439,0,33000
9440,0,53846
9441,1,50000
9442,3,32625
9443,3,37500
9444,3,37000
9445,3,37000
9446,3,37000
9447,0,39500
9448,3,37000
9449,3,37000
9450,3,40000
9451,1,50000
9452,3,32625
9453,3,37500
9454,3,37000
9455,3,37000
9456,3,37000
9457,0,39500
9458,3,37000
9459,3,37000
9460,3,40000
9461,3,31500
9462,3,55000
9463,3,43300
9464,3,45000
9465,3,41500
9466,0,65000
9467,1,40000
9468,1,48500
9469,1,47500
9470,3,62500
9471,3,48500
9472,2,36000
9473,2,39500
9474,2,39500
9475,2,50000
9476,3,47500
9477,1,49750
9478,0,54000
9479,1,37500
9480,2,85000
9481,2,30500
9482,0,42000
9483,3,40000
9484,3,52500
9485,1,55000
9486,3,59000
9487,3,69000
9488,0,69000
9489,3,69000
9490,3,69000
9491,4,36950
9492,2,33500
9493,3,52500
9494,1,38000
9495,1,60000
9496,2,40000
9497,3,39000
9498,3,40000
9499,3,45000
9500,3,51000
9501,2,45000
9502,3,40000
9503,3,39500
9504,3,57500
9505,0,35000
9506,3,50000
9507,3,50000
9508,3,92307
9509,0,50000
9510,2,44000
9511,3,37890
9512,1,47500
9513,3,32000
9514,3,30000
9515,2,40000
9516,3,51000
9517,3,51000
9518,2,40000
9519,3,51000
9520,3,51000
9521,3,51000
9522,2,44000
9523,3,37890
9524,1,47500
9525,3,32000
9526,3,30000
9527,2,40000
9528,3,33000
9529,0,36000
9530,3,51000
9531,3,40000
9532,4,36950
9533,2,35000
9534,3,40000
9535,1,50000
9536,2,38000
9537,1,40000
9538,1,45000
9539,3,90000
9540,3,90000
9541,3,50000
9542,3,50000
9543,3,38000
9544,4,45000
9545,3,60000
9546,3,90000
9547,3,90000
9548,3,50000
9549,3,50000
9550,3,38000
9551,4,45000
9552,3,60000
9553,3,90000
9554,3,90000
9555,3,50000
9556,3,50000
9557,3,38000
9558,4,45000
9559,3,60000
9560,1,80000
9561,3,48000
9562,3,39000
9563,2,50000
9564,2,50000
9565,2,50000
9566,4,39000
9567,0,51000
9568,2,51000
9569,3,70000
9570,2,43000
9571,3,46500
9572,3,43000
9573,3,47500
9574,2,35000
9575,3,42500
9576,1,35500
9577,1,40000
9578,1,50000
9579,2,47500
9580,2,35000
9581,3,40000
9582,3,35000
9583,2,41500
9584,0,60000
9585,1,50000
9586,2,41500
9587,1,40000
9588,3,50000
9589,1,60000
9590,0,36000
9591,0,50000
9592,2,62500
9593,2,31000
9594,0,48000
9595,1,60000
9596,1,50000
9597,2,47500
9598,2,35000
9599,3,40000
9600,3,49000
9601,3,60000
9602,3,80769
9603,3,33000
9604,3,40000
9605,2,32500
9606,2,41500
9607,2,45000
9608,3,70000
9609,3,60000
9610,3,45000
9611,3,37500
9612,2,33500
9613,3,40000
9614,3,55000
9615,0,60000
9616,1,100000
9617,0,52500
9618,2,42500
9619,3,52500
9620,2,33500
9621,3,40000
9622,3,55000
9623,0,60000
9624,1,100000
9625,0,52500
9626,2,42500
9627,3,52500
9628,2,33500
9629,3,40000
9630,3,55000
9631,0,60000
9632,1,57500
9633,2,37500
9634,3,50000
9635,1,34000
9636,3,50000
9637,0,50000
9638,1,35500
9639,3,50000
9640,3,47500
9641,3,45000
9642,3,41000
9643,2,34000
9644,3,49000
9645,3,38500
9646,3,37500
9647,3,45000
9648,2,44100
9649,1,45000
9650,3,35000
9651,1,31060
9652,3,32500
9653,0,33000
9654,3,30000
9655,3,50000
9656,4,39000
9657,3,40000
9658,3,40000
9659,3,60000
9660,1,30000
9661,2,38000
9662,2,37500
9663,0,37500
9664,3,31000
9665,3,55000
9666,2,30500
9667,1,36000
9668,3,41500
9669,3,36000
9670,3,41000
9671,3,165300
9672,2,37500
9673,2,70000
9674,3,37000
9675,3,42307
9676,3,38500
9677,1,55000
9678,1,47000
9679,0,47000
9680,3,37000
9681,3,33000
9682,3,44500
9683,3,41500
9684,3,40000
9685,1,50000
9686,2,40000
9687,3,43500
9688,1,41500
9689,3,38000
9690,4,40000
9691,1,42000
9692,4,50000
9693,0,33000
9694,3,33000
9695,1,70000
9696,3,47500
9697,0,35000
9698,0,65000
9699,1,52500
9700,2,31500
9701,1,45000
9702,1,70000
9703,3,70000
9704,3,30000
9705,2,50000
9706,3,51500
9707,3,30000
9708,1,30000
9709,0,35000
9710,3,40000
9711,3,32400
9712,2,35050
9713,1,40000
9714,1,75000
9715,2,37500
9716,1,32625
9717,0,46153
9718,3,44000
9719,0,60000
9720,0,100000
9721,3,96153
9722,3,96153
9723,3,103846
9724,1,43000
9725,3,55000
9726,3,50000
9727,3,45000
9728,3,45000
9729,3,67500
9730,3,70000
9731,3,40000
9732,0,40000
9733,1,40000
9734,3,40000
9735,3,80000
9736,3,50000
9737,3,115384
9738,3,69230
9739,3,87500
9740,3,82500
9741,3,52500
9742,3,115000
9743,3,35670
9744,3,77500
9745,3,75000
9746,3,55000
9747,3,80000
9748,3,40000
9749,0,40000
9750,1,40000
9751,3,40000
9752,3,80000
9753,3,50000
9754,3,115384
9755,3,69230
9756,3,87500
9757,3,82500
9758,3,52500
9759,3,115000
9760,3,35670
9761,3,77500
9762,3,75000
9763,3,55000
9764,3,80000
9765,3,40000
9766,0,40000
9767,1,40000
9768,3,40000
9769,3,80000
9770,3,50000
9771,3,115384
9772,3,69230
9773,3,87500
9774,3,82500
9775,3,52500
9776,3,115000
9777,3,35670
9778,3,77500
9779,3,75000
9780,3,55000
9781,3,80000
9782,3,47500
9783,3,95000
9784,1,75000
9785,3,75000
9786,1,75000
9787,1,60000
9788,3,61000
9789,3,50000
9790,3,75000
9791,3,75000
9792,0,75000
9793,3,75000
9794,1,75000
9795,3,47500
9796,3,95000
9797,1,75000
9798,3,75000
9799,1,75000
9800,1,60000
9801,3,61000
9802,3,50000
9803,3,75000
9804,3,75000
9805,0,110000
9806,0,110000
9807,3,65000
9808,3,62500
9809,2,45000
9810,3,115000
9811,3,35000
9812,3,80000
9813,0,105000
9814,0,110000
9815,0,110000
9816,3,65000
9817,3,62500
9818,2,45000
9819,3,115000
9820,3,35000
9821,3,80000
9822,0,50000
9823,3,50000
9824,3,40000
9825,0,145000
9826,3,95000
9827,0,41000
9828,1,100000
9829,3,40000
9830,0,145000
9831,3,95000
9832,0,41000
9833,1,100000
9834,3,40000
9835,0,145000
9836,3,95000
9837,2,40020
9838,3,50000
9839,0,55000
9840,0,58000
9841,1,65000
9842,1,65000
9843,1,65000
9844,0,100000
9845,4,50000
9846,3,45500
9847,3,45000
9848,0,45000
9849,3,45500
9850,3,46500
9851,2,40020
9852,3,50000
9853,0,55000
9854,0,58000
9855,1,65000
9856,1,65000
9857,1,65000
9858,0,100000
9859,4,50000
9860,3,45500
9861,3,45000
9862,0,45000
9863,3,45500
9864,3,46500
9865,2,40020
9866,3,50000
9867,0,55000
9868,0,58000
9869,1,65000
9870,1,65000
9871,1,65000
9872,0,100000
9873,4,50000
9874,3,45500
9875,3,45000
9876,0,45000
9877,3,45500
9878,3,46500
9879,2,40020
9880,3,50000
9881,0,55000
9882,0,58000
9883,1,65000
9884,1,65000
9885,1,65000
9886,0,100000
9887,4,50000
9888,3,45500
9889,3,45000
9890,3,47500
9891,4,110000
9892,3,33500
9893,3,62500
9894,3,60000
9895,1,107000
9896,1,269230
9897,1,28000
9898,3,40000
9899,3,35000
9900,3,31500
9901,3,55000
9902,3,43076
9903,3,35000
9904,3,47500
9905,4,52000
9906,0,120000
9907,3,52500
9908,3,59000
9909,4,44500
9910,3,45000
9911,0,47500
9912,4,51000
9913,4,44000
9914,3,65000
9915,4,51000
9916,4,45000
9917,2,40000
9918,3,31320
9919,3,62500
9920,0,62500
9921,3,55000
9922,3,47500
9923,3,45000
9924,0,46500
9925,3,45000
9926,3,52500
9927,3,50000
9928,3,34000
9929,3,62500
9930,3,80000
9931,3,45000
9932,4,45000
9933,1,45000
9934,3,45000
9935,3,45000
9936,4,45000
9937,3,45000
9938,3,52500
9939,3,52500
9940,1,40000
9941,3,40000
9942,0,47500
9943,3,57500
9944,0,36194
9945,1,30000
9946,1,46000
9947,2,42500
9948,2,75000
9949,3,65000
9950,3,65000
9951,3,47500
9952,2,60000
9953,0,47500
9954,2,65000
9955,3,57500
9956,1,47500
9957,3,52500
9958,3,52500
9959,3,75000
9960,3,55000
9961,3,75000
9962,3,50000
9963,3,60000
9964,1,90000
9965,1,65000
9966,3,52500
9967,1,30000
9968,3,57500
9969,1,42500
9970,3,105000
9971,3,113100
9972,3,40000
9973,3,52500
9974,1,85000
9975,0,80000
9976,3,90000
9977,0,80000
9978,1,45000
9979,3,50000
9980,1,45000
9981,0,60000
9982,1,45000
9983,1,51500
9984,1,46500
9985,3,35000
9986,0,117500
9987,3,75000
9988,3,70000
9989,1,80000
9990,4,40125
9991,3,60000
9992,4,53000
9993,0,40000
9994,1,34000
9995,3,60000
9996,4,110000
9997,3,90000
9998,0,55000
9999,1,50000
10000,3,42500
10001,3,121800
10002,3,121800
10003,4,52500
10004,3,50000
10005,3,46000
10006,1,46500
10007,4,100000
10008,1,47500
10009,1,60000
10010,3,52500
10011,3,62500
10012,0,45000
10013,4,110000
10014,3,90000
10015,0,55000
10016,1,50000
10017,3,42500
10018,3,121800
10019,3,121800
10020,4,52500
10021,3,50000
10022,3,46000
10023,1,46500
10024,4,100000
10025,1,47500
10026,1,60000
10027,3,52500
10028,3,62500
10029,0,45000
10030,4,110000
10031,3,90000
10032,0,55000
10033,1,50000
10034,3,42500
10035,3,121800
10036,3,121800
10037,4,52500
10038,3,50000
10039,3,46000
10040,1,46500
10041,4,100000
10042,1,47500
10043,1,60000
10044,3,52500
10045,3,62500
10046,0,45000
10047,4,110000
10048,3,90000
10049,0,55000
10050,1,50000
10051,3,42500
10052,3,45000
10053,1,65000
10054,0,70000
10055,3,40000
10056,3,49000
10057,4,60192
10058,3,35000
10059,3,45000
10060,3,45000
10061,3,45000
10062,3,45000
10063,0,70000
10064,3,52500
10065,3,52500
10066,3,52500
10067,1,54500
10068,3,52500
10069,0,37625
10070,3,65000
10071,3,45000
10072,3,52500
10073,3,80000
10074,3,50000
10075,0,100000
10076,0,65000
10077,1,46500
10078,3,57500
10079,3,49000
10080,3,40000
10081,3,34000
10082,1,46500
10083,1,55000
10084,1,36000
10085,3,60000
10086,3,65000
10087,3,52500
10088,3,50000
10089,3,45000
10090,3,35000
10091,3,43000
10092,3,45000
10093,3,45000
10094,3,50000
10095,3,52500
10096,3,42500
10097,3,42500
10098,3,67500
10099,3,66500
10100,3,70000
10101,1,28000
10102,2,50000
10103,2,62500
10104,2,62500
10105,2,50000
10106,3,33500
10107,3,125000
10108,0,52500
10109,2,34000
10110,3,45000
10111,3,41500
10112,0,37500
10113,3,45000
10114,2,34000
10115,3,52500
10116,3,52500
10117,3,52500
10118,3,52500
10119,3,52500
10120,3,52500
10121,0,155000
10122,3,40000
10123,3,42500
10124,2,31500
10125,0,35000
10126,0,155000
10127,3,40000
10128,3,42500
10129,2,31500
10130,0,35000
10131,0,155000
10132,3,40000
10133,3,42500
10134,2,31500
10135,0,35000
10136,0,155000
10137,3,40000
10138,3,42500
10139,2,31500
10140,0,35000
10141,0,155000
10142,3,40000
10143,3,42500
10144,2,31500
10145,0,35000
10146,0,155000
10147,3,48500
10148,1,55000
10149,1,60000
10150,3,77500
10151,2,37500
10152,2,37500
10153,1,37500
10154,2,32500
10155,0,29000
10156,0,31500
10157,0,46153
10158,0,92307
10159,3,37000
10160,3,48500
10161,1,55000
10162,1,60000
10163,3,77500
10164,2,37500
10165,2,37500
10166,2,39500
10167,3,57500
10168,1,47000
10169,1,36000
10170,3,39500
10171,3,38500
10172,3,80000
10173,1,57500
10174,3,60000
10175,2,39500
10176,3,57500
10177,1,47000
10178,1,36000
10179,3,39500
10180,3,38500
10181,3,80000
10182,1,57500
10183,3,60000
10184,2,39500
10185,3,57500
10186,1,47000
10187,1,36000
10188,3,39500
10189,3,38500
10190,3,80000
10191,1,57500
10192,3,60000
10193,2,39500
10194,3,57500
10195,1,47000
10196,1,36000
10197,3,39500
10198,3,38500
10199,3,80000
10200,1,57500
10201,3,60000
10202,2,39500
10203,3,57500
10204,1,47000
10205,1,36000
10206,3,39500
10207,3,38500
10208,3,80000
10209,1,57500
10210,3,60000
10211,2,39500
10212,3,57500
10213,1,47000
10214,1,36000
10215,3,39500
10216,3,38500
10217,3,80000
10218,1,57500
10219,3,60000
10220,2,39500
10221,3,57500
10222,1,47000
10223,1,36000
10224,3,39500
10225,3,38500
10226,3,80000
10227,1,57500
10228,3,60000
10229,2,39500
10230,3,57500
10231,1,47000
10232,1,36000
10233,3,39500
10234,3,38500
10235,3,80000
10236,1,57500
10237,3,60000
10238,2,39500
10239,3,57500
10240,1,47000
10241,1,36000
10242,3,39500
10243,3,38500
10244,3,80000
10245,1,57500
10246,3,60000
10247,3,70000
10248,3,60000
10249,3,60000
10250,3,50000
10251,1,57000
10252,3,44500
10253,3,43000
10254,3,70000
10255,3,60000
10256,3,60000
10257,3,50000
10258,1,57000
10259,3,44500
10260,3,43000
10261,3,70000
10262,3,60000
