,salary,tool
36225,57500,C#
36225,57500,Java
36225,57500,PHP
36225,57500,Python
36225,57500,MSSQL
36225,57500,JavaScript
36229,60000,WindowsXP
36229,60000,Adabas
36229,60000,DatabaseManagement
36229,60000,IMS
36229,60000,Informix
36229,60000,MSSQL
36229,60000,中文打字75~100
36229,60000,CASE
36229,60000,DataArchitect
36229,60000,DataMarts
36229,60000,MicroStrategy
36232,39000,
36236,34000,
36239,39500,Excel
36239,39500,Outlook
36239,39500,PowerPoint
36239,39500,Word
36241,57500,Node.js
36242,47000,HTML
36242,47000,JavaScript
36242,47000,jQuery
36242,47000,CSS
36242,47000,Node.js
36242,47000,VueJS
36249,36000,Android
36249,36000,iOS
36249,36000,Git
36249,36000,HTML
36249,36000,JavaScript
36249,36000,CSS
36249,36000,AdobePhotoshop
36249,36000,Illustrator
36250,39500,Python
36250,39500,R
36250,39500,Excel
36250,39500,Tableau
36250,39500,SPSS
36251,38500,Windows10
36252,80000,PHP
36255,57500,ASP.NET
36255,57500,C#
36255,57500,Java
36255,57500,PHP
36255,57500,Python
36255,57500,MSSQL
36255,57500,JavaScript
36259,60000,WindowsXP
36259,60000,Adabas
36259,60000,DatabaseManagement
36259,60000,IMS
36259,60000,Informix
36259,60000,MSSQL
36259,60000,中文打字75~100
36259,60000,CASE
36259,60000,DataArchitect
36259,60000,DataMarts
36259,60000,MicroStrategy
36262,39000,
36266,34000,
36269,39500,Excel
36269,39500,Outlook
36269,39500,PowerPoint
36269,39500,Word
36271,57500,Node.js
36272,47000,HTML
36272,47000,JavaScript
36272,47000,jQuery
36272,47000,CSS
36272,47000,Node.js
36272,47000,VueJS
36279,36000,Android
36279,36000,iOS
36279,36000,Git
36279,36000,HTML
36279,36000,JavaScript
36279,36000,CSS
36279,36000,AdobePhotoshop
36279,36000,Illustrator
36280,39500,Python
36280,39500,R
36280,39500,Excel
36280,39500,Tableau
36280,39500,SPSS
36281,38500,Windows10
36282,80000,PHP
36285,57500,ASP.NET
36285,57500,C#
36285,57500,Java
36285,57500,PHP
36285,57500,Python
36285,57500,MSSQL
36285,57500,JavaScript
36289,60000,WindowsXP
36289,60000,Adabas
36289,60000,DatabaseManagement
36289,60000,IMS
36289,60000,Informix
36289,60000,MSSQL
36289,60000,中文打字75~100
36289,60000,CASE
36289,60000,DataArchitect
36289,60000,DataMarts
36289,60000,MicroStrategy
36292,39000,
36296,34000,
36299,39500,Excel
36299,39500,Outlook
36299,39500,PowerPoint
36299,39500,Word
36301,57500,Node.js
36302,47000,HTML
36302,47000,JavaScript
36302,47000,jQuery
36302,47000,CSS
36302,47000,Node.js
36302,47000,VueJS
36309,36000,Android
36309,36000,iOS
36309,36000,Git
36309,36000,HTML
36309,36000,JavaScript
36309,36000,CSS
36309,36000,AdobePhotoshop
36309,36000,Illustrator
36310,39500,Python
36310,39500,R
36310,39500,Excel
36310,39500,Tableau
36310,39500,SPSS
36311,38500,Windows10
36312,80000,PHP
36315,57500,ASP.NET
36315,57500,C#
36315,57500,Java
36315,57500,PHP
36315,57500,Python
36315,57500,MSSQL
36315,57500,JavaScript
36319,60000,WindowsXP
36319,60000,Adabas
36319,60000,DatabaseManagement
36319,60000,IMS
36319,60000,Informix
36319,60000,MSSQL
36319,60000,中文打字75~100
36319,60000,CASE
36319,60000,DataArchitect
36319,60000,DataMarts
36319,60000,MicroStrategy
36322,39000,
36326,34000,
36329,39500,Excel
36329,39500,Outlook
36329,39500,PowerPoint
36329,39500,Word
36331,57500,Node.js
36332,47000,HTML
36332,47000,JavaScript
36332,47000,jQuery
36332,47000,CSS
36332,47000,Node.js
36332,47000,VueJS
36339,36000,Android
36339,36000,iOS
36339,36000,Git
36339,36000,HTML
36339,36000,JavaScript
36339,36000,CSS
36339,36000,AdobePhotoshop
36339,36000,Illustrator
36340,39500,Python
36340,39500,R
36340,39500,Excel
36340,39500,Tableau
36340,39500,SPSS
36341,38500,Windows10
36342,80000,PHP
36345,57500,ASP.NET
36345,57500,C#
36345,57500,Java
36345,57500,PHP
36345,57500,Python
36345,57500,MSSQL
36345,57500,JavaScript
36349,60000,WindowsXP
36349,60000,Adabas
36349,60000,DatabaseManagement
36349,60000,IMS
36349,60000,Informix
36349,60000,MSSQL
36349,60000,中文打字75~100
36349,60000,CASE
36349,60000,DataArchitect
36349,60000,DataMarts
36349,60000,MicroStrategy
36352,39000,
36356,34000,
36359,39500,Excel
36359,39500,Outlook
36359,39500,PowerPoint
36359,39500,Word
36361,57500,Node.js
36362,47000,HTML
36362,47000,JavaScript
36362,47000,jQuery
36362,47000,CSS
36362,47000,Node.js
36362,47000,VueJS
36369,36000,Android
36369,36000,iOS
36369,36000,Git
36369,36000,HTML
36369,36000,JavaScript
36369,36000,CSS
36369,36000,AdobePhotoshop
36369,36000,Illustrator
36370,39500,Python
36370,39500,R
36370,39500,Excel
36370,39500,Tableau
36370,39500,SPSS
36371,38500,Windows10
36372,80000,PHP
36375,57500,ASP.NET
36375,57500,C#
36375,57500,Java
36375,57500,PHP
36375,57500,Python
36375,57500,MSSQL
36375,57500,JavaScript
36379,60000,WindowsXP
36379,60000,Adabas
36379,60000,DatabaseManagement
36379,60000,IMS
36379,60000,Informix
36379,60000,MSSQL
36379,60000,中文打字75~100
36379,60000,CASE
36379,60000,DataArchitect
36379,60000,DataMarts
36379,60000,MicroStrategy
36382,39000,
36386,34000,
36389,70000,COBOL
36389,70000,AS/400
36391,60000,Android
36396,60000,iOS
36399,50000,Python
36399,50000,MSSQL
36399,50000,PL/SQL
36399,50000,Tableau
36408,57000,Python
36408,57000,HTML
36408,57000,JavaScript
36408,57000,Node.js
36410,44500,Python
36411,44500,
36412,44500,
36413,44500,
36414,31500,
36415,43000,Python
36419,70000,COBOL
36419,70000,AS/400
36421,60000,Android
36426,60000,iOS
36429,50000,Python
36429,50000,MSSQL
36429,50000,PL/SQL
36429,50000,Tableau
36438,57000,Python
36438,57000,HTML
36438,57000,JavaScript
36438,57000,Node.js
36440,44500,Python
36441,44500,
36442,44500,
36443,44500,
36444,31500,
36445,43000,Python
36449,70000,COBOL
36449,70000,AS/400
36451,60000,Android
36456,60000,iOS
36459,50000,Python
36459,50000,MSSQL
36459,50000,PL/SQL
36459,50000,Tableau
36468,57000,Python
36468,57000,HTML
36468,57000,JavaScript
36468,57000,Node.js
36470,44500,Python
36471,44500,
36472,44500,
36473,44500,
36474,31500,
36475,43000,Python
36479,70000,COBOL
36479,70000,AS/400
36481,60000,Android
36486,60000,iOS
36489,50000,Python
36489,50000,MSSQL
36489,50000,PL/SQL
36489,50000,Tableau
36498,57000,Python
36498,57000,HTML
36498,57000,JavaScript
36498,57000,Node.js
36500,44500,Python
36501,44500,
36502,44500,
36503,44500,
36504,31500,
36505,43000,Python
36509,70000,COBOL
36509,70000,AS/400
36511,60000,Android
36516,60000,iOS
36519,50000,Python
36519,50000,MSSQL
36519,50000,PL/SQL
36519,50000,Tableau
36528,57000,Python
36528,57000,HTML
36528,57000,JavaScript
36528,57000,Node.js
36530,44500,Python
36531,44500,
36532,44500,
36533,44500,
36534,31500,
36535,43000,Python
36539,70000,COBOL
36539,70000,AS/400
36541,60000,Android
36546,60000,iOS
36549,50000,Python
36549,50000,MSSQL
36549,50000,PL/SQL
36549,50000,Tableau
36558,57000,Python
36558,57000,HTML
36558,57000,JavaScript
36558,57000,Node.js
36560,44500,Python
36561,44500,
36562,44500,
36563,44500,
36564,31500,
36565,43000,Python
36569,50000,SAP
36570,37500,AJAX
36570,37500,DHTML
36570,37500,HTML
36570,37500,JavaScript
36570,37500,XHTML
36570,37500,jQuery
36570,37500,ReactJS
36571,100000,Python
36572,103846,Python
36572,103846,Ruby
36572,103846,Jasmine
36572,103846,JavaScript
36572,103846,Django
36573,35000,HTML
36575,44452,
36576,65000,Github
36576,65000,Python
36576,65000,JavaScript
36576,65000,jQuery
36577,60000,
36579,30000,Excel
36579,30000,Outlook
36579,30000,PowerPoint
36579,30000,Word
36579,30000,中文打字50~75
36580,45000,Mac/Macintosh
36580,45000,Excel
36583,40000,
36584,40000,
36585,56000,ASP.NET
36585,56000,C#
36585,56000,MSSQL
36585,56000,JavaScript
36586,40000,Java
36586,40000,Python
36587,35700,Linux
36587,35700,Shell
36587,35700,Jenkins
36587,35700,Git
36587,35700,Java
36587,35700,JSF
36587,35700,Spring
36587,35700,JDBC
36587,35700,Access
36587,35700,MSSQL
36587,35700,MySQL
36587,35700,ODBC
36587,35700,Oracle
36587,35700,PostgreSQL
36587,35700,Tomcat
36587,35700,AWS
36587,35700,JavaScript
36587,35700,jQuery
36587,35700,CSS
36591,36000,
36596,52500,
36599,50000,SAP
36600,37500,AJAX
36600,37500,DHTML
36600,37500,HTML
36600,37500,JavaScript
36600,37500,XHTML
36600,37500,jQuery
36600,37500,ReactJS
36601,100000,Python
36602,103846,Python
36602,103846,Ruby
36602,103846,Jasmine
36602,103846,JavaScript
36602,103846,Django
36603,35000,HTML
36605,44452,
36606,65000,Github
36606,65000,Python
36606,65000,JavaScript
36606,65000,jQuery
36607,60000,
36609,30000,Excel
36609,30000,Outlook
36609,30000,PowerPoint
36609,30000,Word
36609,30000,中文打字50~75
36610,45000,Mac/Macintosh
36610,45000,Excel
36613,40000,
36614,40000,
36615,56000,ASP.NET
36615,56000,C#
36615,56000,MSSQL
36615,56000,JavaScript
36616,40000,Java
36616,40000,Python
36617,35700,Linux
36617,35700,Shell
36617,35700,Jenkins
36617,35700,Git
36617,35700,Java
36617,35700,JSF
36617,35700,Spring
36617,35700,JDBC
36617,35700,Access
36617,35700,MSSQL
36617,35700,MySQL
36617,35700,ODBC
36617,35700,Oracle
36617,35700,PostgreSQL
36617,35700,Tomcat
36617,35700,AWS
36617,35700,JavaScript
36617,35700,jQuery
36617,35700,CSS
36621,36000,
36626,52500,
36629,50000,SAP
36630,37500,AJAX
36630,37500,DHTML
36630,37500,HTML
36630,37500,JavaScript
36630,37500,XHTML
36630,37500,jQuery
36630,37500,ReactJS
36631,100000,Python
36632,103846,Python
36632,103846,Ruby
36632,103846,Jasmine
36632,103846,JavaScript
36632,103846,Django
36633,35000,HTML
36635,44452,
36636,65000,Github
36636,65000,Python
36636,65000,JavaScript
36636,65000,jQuery
36637,60000,
36639,30000,Excel
36639,30000,Outlook
36639,30000,PowerPoint
36639,30000,Word
36639,30000,中文打字50~75
36640,45000,Mac/Macintosh
36640,45000,Excel
36643,40000,
36644,40000,
36645,56000,ASP.NET
36645,56000,C#
36645,56000,MSSQL
36645,56000,JavaScript
36646,40000,Java
36646,40000,Python
36647,35700,Linux
36647,35700,Shell
36647,35700,Jenkins
36647,35700,Git
36647,35700,Java
36647,35700,JSF
36647,35700,Spring
36647,35700,JDBC
36647,35700,Access
36647,35700,MSSQL
36647,35700,MySQL
36647,35700,ODBC
36647,35700,Oracle
36647,35700,PostgreSQL
36647,35700,Tomcat
36647,35700,AWS
36647,35700,JavaScript
36647,35700,jQuery
36647,35700,CSS
36651,36000,
36656,52500,
36659,50000,SAP
36660,37500,AJAX
36660,37500,DHTML
36660,37500,HTML
36660,37500,JavaScript
36660,37500,XHTML
36660,37500,jQuery
36660,37500,ReactJS
36661,100000,Python
36662,103846,Python
36662,103846,Ruby
36662,103846,Jasmine
36662,103846,JavaScript
36662,103846,Django
36663,35000,HTML
36665,44452,
36666,65000,Github
36666,65000,Python
36666,65000,JavaScript
36666,65000,jQuery
36667,60000,
36669,30000,Excel
36669,30000,Outlook
36669,30000,PowerPoint
36669,30000,Word
36669,30000,中文打字50~75
36670,45000,Mac/Macintosh
36670,45000,Excel
36673,40000,
36674,40000,
36675,56000,ASP.NET
36675,56000,C#
36675,56000,MSSQL
36675,56000,JavaScript
36676,40000,Java
36676,40000,Python
36677,35700,Linux
36677,35700,Shell
36677,35700,Jenkins
36677,35700,Git
36677,35700,Java
36677,35700,JSF
36677,35700,Spring
36677,35700,JDBC
36677,35700,Access
36677,35700,MSSQL
36677,35700,MySQL
36677,35700,ODBC
36677,35700,Oracle
36677,35700,PostgreSQL
36677,35700,Tomcat
36677,35700,AWS
36677,35700,JavaScript
36677,35700,jQuery
36677,35700,CSS
36681,36000,
36686,52500,
36689,50000,SAP
36690,37500,AJAX
36690,37500,DHTML
36690,37500,HTML
36690,37500,JavaScript
36690,37500,XHTML
36690,37500,jQuery
36690,37500,ReactJS
36691,100000,Python
36692,103846,Python
36692,103846,Ruby
36692,103846,Jasmine
36692,103846,JavaScript
36692,103846,Django
36693,35000,HTML
36695,44452,
36696,65000,Github
36696,65000,Python
36696,65000,JavaScript
36696,65000,jQuery
36697,60000,
36699,30000,Excel
36699,30000,Outlook
36699,30000,PowerPoint
36699,30000,Word
36699,30000,中文打字50~75
36700,45000,Mac/Macintosh
36700,45000,Excel
36703,40000,
36704,40000,
36705,56000,ASP.NET
36705,56000,C#
36705,56000,MSSQL
36705,56000,JavaScript
36706,40000,Java
36706,40000,Python
36707,35700,Linux
36707,35700,Shell
36707,35700,Jenkins
36707,35700,Git
36707,35700,Java
36707,35700,JSF
36707,35700,Spring
36707,35700,JDBC
36707,35700,Access
36707,35700,MSSQL
36707,35700,MySQL
36707,35700,ODBC
36707,35700,Oracle
36707,35700,PostgreSQL
36707,35700,Tomcat
36707,35700,AWS
36707,35700,JavaScript
36707,35700,jQuery
36707,35700,CSS
36711,36000,
36716,52500,
36719,50000,SAP
36720,37500,AJAX
36720,37500,DHTML
36720,37500,HTML
36720,37500,JavaScript
36720,37500,XHTML
36720,37500,jQuery
36720,37500,ReactJS
36721,100000,Python
36722,103846,Python
36722,103846,Ruby
36722,103846,Jasmine
36722,103846,JavaScript
36722,103846,Django
36723,35000,HTML
36725,44452,
36726,65000,Github
36726,65000,Python
36726,65000,JavaScript
36726,65000,jQuery
36727,60000,
36729,30000,Excel
36729,30000,Outlook
36729,30000,PowerPoint
36729,30000,Word
36729,30000,中文打字50~75
36730,45000,Mac/Macintosh
36730,45000,Excel
36733,40000,
36734,40000,
36735,56000,ASP.NET
36735,56000,C#
36735,56000,MSSQL
36735,56000,JavaScript
36736,40000,Java
36736,40000,Python
36737,35700,Linux
36737,35700,Shell
36737,35700,Jenkins
36737,35700,Git
36737,35700,Java
36737,35700,JSF
36737,35700,Spring
36737,35700,JDBC
36737,35700,Access
36737,35700,MSSQL
36737,35700,MySQL
36737,35700,ODBC
36737,35700,Oracle
36737,35700,PostgreSQL
36737,35700,Tomcat
36737,35700,AWS
36737,35700,JavaScript
36737,35700,jQuery
36737,35700,CSS
36741,36000,
36746,52500,
36749,50000,SAP
36750,37500,AJAX
36750,37500,DHTML
36750,37500,HTML
36750,37500,JavaScript
36750,37500,XHTML
36750,37500,jQuery
36750,37500,ReactJS
36751,100000,Python
36752,103846,Python
36752,103846,Ruby
36752,103846,Jasmine
36752,103846,JavaScript
36752,103846,Django
36753,35000,HTML
36755,44452,
36756,65000,Github
36756,65000,Python
36756,65000,JavaScript
36756,65000,jQuery
36757,60000,
36759,30000,Excel
36759,30000,Outlook
36759,30000,PowerPoint
36759,30000,Word
36759,30000,中文打字50~75
36760,45000,Mac/Macintosh
36760,45000,Excel
36763,40000,
36764,28000,ASP.NET
36764,28000,C++.Net
36764,28000,Java
36764,28000,VisualBasic.net
36764,28000,VisualStudio.net
36764,28000,JavaScript
36765,28000,ASP.NET
36766,28000,OOAD
36766,28000,Servlets
36766,28000,UML
36766,28000,Java
36766,28000,JSP
36766,28000,Spring
36766,28000,Struts
36766,28000,Tomcat
36766,28000,J2EE
36766,28000,JavaScript
36766,28000,jQuery
36768,28000,
36769,28000,MSSQL
36769,28000,MySQL
36770,28000,Linux
36770,28000,WindowsServer2012
36770,28000,MSSQL
36771,28000,
36772,28000,Python
36773,28000,C++
36773,28000,Java
36773,28000,MySQL
36774,28000,Java
36774,28000,JavaScript
36775,28000,ASP.NET
36775,28000,C++.Net
36775,28000,VisualBasic.net
36776,28000,Linux
36776,28000,Python
36776,28000,HTML
36776,28000,JavaScript
36776,28000,CSS
36776,28000,Django
36777,25250,
36778,53500,AJAX
36778,53500,HTML
36778,53500,JavaScript
36778,53500,jQuery
36778,53500,CSS
36778,53500,Node.js
36778,53500,VueJS
36779,67500,Github
36779,67500,Git
36779,67500,Python
36779,67500,MSSQL
36779,67500,AWS
36779,67500,JavaScript
36779,67500,HTTP
36781,75000,
36782,60000,Git
36782,60000,Java
36782,60000,Spring
36782,60000,MSSQL
36783,30000,Linux
36783,30000,MSSQL
36783,30000,RDBMS
36785,60000,JavaScript
36785,60000,ReactJS
36785,60000,VueJS
36785,60000,Angular
36786,52500,
36788,45000,Linux
36788,45000,PHP
36788,45000,中文打字50~75
36788,45000,英文打字20~50
36789,60000,Git
36789,60000,Java
36789,60000,Spring
36789,60000,MSSQL
36789,60000,MySQL
36789,60000,Oracle
36789,60000,PostgreSQL
36790,47500,
36794,40000,HTML
36794,40000,CSS
36795,153846,Go
36796,50000,Android
36796,50000,Git
36796,50000,Java
36796,50000,Kotlin
36796,50000,VueJS
36799,40000,Java
36799,40000,MySQL
36803,50000,iOS
36803,50000,Git
36803,50000,SWIFT
36811,60000,Git
36811,60000,Java
36811,60000,Spring
36811,60000,MSSQL
36812,30000,Linux
36812,30000,MSSQL
36812,30000,RDBMS
36814,60000,JavaScript
36814,60000,ReactJS
36814,60000,VueJS
36814,60000,Angular
36815,52500,
36817,45000,Linux
36817,45000,PHP
36817,45000,中文打字50~75
36817,45000,英文打字20~50
36818,60000,Git
36818,60000,Java
36818,60000,Spring
36818,60000,MSSQL
36818,60000,MySQL
36818,60000,Oracle
36818,60000,PostgreSQL
36819,47500,
36823,40000,HTML
36823,40000,CSS
36824,153846,Go
36825,50000,Android
36825,50000,Git
36825,50000,Java
36825,50000,Kotlin
36825,50000,VueJS
36828,40000,Java
36828,40000,MySQL
36832,50000,iOS
36832,50000,Git
36832,50000,SWIFT
36840,60000,Git
36840,60000,Java
36840,60000,Spring
36840,60000,MSSQL
36841,30000,Linux
36841,30000,MSSQL
36841,30000,RDBMS
36843,60000,JavaScript
36843,60000,ReactJS
36843,60000,VueJS
36843,60000,Angular
36844,52500,
36846,45000,Linux
36846,45000,PHP
36846,45000,中文打字50~75
36846,45000,英文打字20~50
36847,60000,Git
36847,60000,Java
36847,60000,Spring
36847,60000,MSSQL
36847,60000,MySQL
36847,60000,Oracle
36847,60000,PostgreSQL
36848,47500,
36852,40000,HTML
36852,40000,CSS
36853,153846,Go
36854,50000,Android
36854,50000,Git
36854,50000,Java
36854,50000,Kotlin
36854,50000,VueJS
36857,40000,Java
36857,40000,MySQL
36861,50000,iOS
36861,50000,Git
36861,50000,SWIFT
36869,60000,Git
36869,60000,Java
36869,60000,Spring
36869,60000,MSSQL
36870,30000,Linux
36870,30000,MSSQL
36870,30000,RDBMS
36872,60000,JavaScript
36872,60000,ReactJS
36872,60000,VueJS
36872,60000,Angular
36873,52500,
36875,45000,Linux
36875,45000,PHP
36875,45000,中文打字50~75
36875,45000,英文打字20~50
36876,60000,Git
36876,60000,Java
36876,60000,Spring
36876,60000,MSSQL
36876,60000,MySQL
36876,60000,Oracle
36876,60000,PostgreSQL
36877,47500,
36881,40000,HTML
36881,40000,CSS
36882,153846,Go
36883,50000,Android
36883,50000,Git
36883,50000,Java
36883,50000,Kotlin
36883,50000,VueJS
36886,40000,Java
36886,40000,MySQL
36890,50000,iOS
36890,50000,Git
36890,50000,SWIFT
36898,60000,Git
36898,60000,Java
36898,60000,Spring
36898,60000,MSSQL
36899,30000,Linux
36899,30000,MSSQL
36899,30000,RDBMS
36901,60000,JavaScript
36901,60000,ReactJS
36901,60000,VueJS
36901,60000,Angular
36902,52500,
36904,45000,Linux
36904,45000,PHP
36904,45000,中文打字50~75
36904,45000,英文打字20~50
36905,60000,Git
36905,60000,Java
36905,60000,Spring
36905,60000,MSSQL
36905,60000,MySQL
36905,60000,Oracle
36905,60000,PostgreSQL
36906,47500,
36910,40000,HTML
36910,40000,CSS
36911,153846,Go
36912,50000,Android
36912,50000,Git
36912,50000,Java
36912,50000,Kotlin
36912,50000,VueJS
36915,40000,Java
36915,40000,MySQL
36919,50000,iOS
36919,50000,Git
36919,50000,SWIFT
36927,60000,Git
36927,60000,Java
36927,60000,Spring
36927,60000,MSSQL
36928,30000,Linux
36928,30000,MSSQL
36928,30000,RDBMS
36930,60000,JavaScript
36930,60000,ReactJS
36930,60000,VueJS
36930,60000,Angular
36931,52500,
36933,45000,Linux
36933,45000,PHP
36933,45000,中文打字50~75
36933,45000,英文打字20~50
36934,60000,Git
36934,60000,Java
36934,60000,Spring
36934,60000,MSSQL
36934,60000,MySQL
36934,60000,Oracle
36934,60000,PostgreSQL
36935,47500,
36939,40000,HTML
36939,40000,CSS
36940,153846,Go
36941,50000,Android
36941,50000,Git
36941,50000,Java
36941,50000,Kotlin
36941,50000,VueJS
36944,40000,Java
36944,40000,MySQL
36948,50000,iOS
36948,50000,Git
36948,50000,SWIFT
36956,60000,Git
36956,60000,Java
36956,60000,Spring
36956,60000,MSSQL
36957,30000,Linux
36957,30000,MSSQL
36957,30000,RDBMS
36959,60000,JavaScript
36959,60000,ReactJS
36959,60000,VueJS
36959,60000,Angular
36960,52500,
36962,45000,Linux
36962,45000,PHP
36962,45000,中文打字50~75
36962,45000,英文打字20~50
36963,60000,Git
36963,60000,Java
36963,60000,Spring
36963,60000,MSSQL
36963,60000,MySQL
36963,60000,Oracle
36963,60000,PostgreSQL
36964,47500,
36968,40000,HTML
36968,40000,CSS
36969,153846,Go
36970,50000,Android
36970,50000,Git
36970,50000,Java
36970,50000,Kotlin
36970,50000,VueJS
36973,40000,Java
36973,40000,MySQL
36977,50000,iOS
36977,50000,Git
36977,50000,SWIFT
36985,60000,Git
36985,60000,Java
36985,60000,Spring
36985,60000,MSSQL
36986,30000,Linux
36986,30000,MSSQL
36986,30000,RDBMS
36988,60000,JavaScript
36988,60000,ReactJS
36988,60000,VueJS
36988,60000,Angular
36989,52500,
36991,45000,Linux
36991,45000,PHP
36991,45000,中文打字50~75
36991,45000,英文打字20~50
36992,60000,Git
36992,60000,Java
36992,60000,Spring
36992,60000,MSSQL
36992,60000,MySQL
36992,60000,Oracle
36992,60000,PostgreSQL
36993,47500,
36997,40000,HTML
36997,40000,CSS
36998,153846,Go
36999,50000,Android
36999,50000,Git
36999,50000,Java
36999,50000,Kotlin
36999,50000,VueJS
37002,40000,Java
37002,40000,MySQL
37006,50000,iOS
37006,50000,Git
37006,50000,SWIFT
37014,60000,Git
37014,60000,Java
37014,60000,Spring
37014,60000,MSSQL
37015,30000,Linux
37015,30000,MSSQL
37015,30000,RDBMS
37017,60000,JavaScript
37017,60000,ReactJS
37017,60000,VueJS
37017,60000,Angular
37018,52500,
37020,45000,Linux
37020,45000,PHP
37020,45000,中文打字50~75
37020,45000,英文打字20~50
37021,60000,Git
37021,60000,Java
37021,60000,Spring
37021,60000,MSSQL
37021,60000,MySQL
37021,60000,Oracle
37021,60000,PostgreSQL
37022,47500,
37026,40000,HTML
37026,40000,CSS
37027,153846,Go
37028,50000,Android
37028,50000,Git
37028,50000,Java
37028,50000,Kotlin
37028,50000,VueJS
37031,40000,Java
37031,40000,MySQL
37035,50000,iOS
37035,50000,Git
37035,50000,SWIFT
37043,60000,Git
37043,60000,Java
37043,60000,Spring
37043,60000,MSSQL
37044,30000,Linux
37044,30000,MSSQL
37044,30000,RDBMS
37046,60000,JavaScript
37046,60000,ReactJS
37046,60000,VueJS
37046,60000,Angular
37047,52500,
37049,45000,Linux
37049,45000,PHP
37049,45000,中文打字50~75
37049,45000,英文打字20~50
37050,60000,Git
37050,60000,Java
37050,60000,Spring
37050,60000,MSSQL
37050,60000,MySQL
37050,60000,Oracle
37050,60000,PostgreSQL
37051,47500,
37055,40000,HTML
37055,40000,CSS
37056,153846,Go
37057,50000,Android
37057,50000,Git
37057,50000,Java
37057,50000,Kotlin
37057,50000,VueJS
37060,40000,Java
37060,40000,MySQL
37064,50000,iOS
37064,50000,Git
37064,50000,SWIFT
37072,60000,Git
37072,60000,Java
37072,60000,Spring
37072,60000,MSSQL
37073,30000,Linux
37073,30000,MSSQL
37073,30000,RDBMS
37075,60000,JavaScript
37075,60000,ReactJS
37075,60000,VueJS
37075,60000,Angular
37076,52500,
37078,45000,Linux
37078,45000,PHP
37078,45000,中文打字50~75
37078,45000,英文打字20~50
37079,60000,Git
37079,60000,Java
37079,60000,Spring
37079,60000,MSSQL
37079,60000,MySQL
37079,60000,Oracle
37079,60000,PostgreSQL
37080,47500,
37084,40000,HTML
37084,40000,CSS
37085,153846,Go
37086,50000,Android
37086,50000,Git
37086,50000,Java
37086,50000,Kotlin
37086,50000,VueJS
37089,40000,Java
37089,40000,MySQL
37093,44000,ASP.NET
37093,44000,C#
37093,44000,VisualStudio
37093,44000,MSSQL
37093,44000,JavaScript
37093,44000,OracleERP
37094,130000,Python
37095,130000,Git
37095,130000,Python
37095,130000,MSSQL
37097,130000,C++
37097,130000,Python
37098,130000,Jenkins
37098,130000,C
37098,130000,C++
37098,130000,PHP
37098,130000,Python
37098,130000,ReactJS
37099,41500,Java
37099,41500,JSP
37099,41500,Oracle
37099,41500,HTML
37099,41500,JavaScript
37099,41500,CSS
37100,130000,C
37100,130000,C++
37101,36000,C
37101,36000,C++
37101,36000,Java
37101,36000,Oracle
37101,36000,HTML
37102,130000,Python
37105,135000,C
37105,135000,C++
37106,130000,Linux
37110,36570,Linux
37110,36570,Cisco
37110,36570,Firewall
37110,36570,Juniper
37112,35000,
37116,46500,
37117,40500,C#
37117,40500,Java
37117,40500,Python
37117,40500,MSSQL
37117,40500,Oracle
37118,40500,C#
37118,40500,Java
37118,40500,Python
37118,40500,MSSQL
37118,40500,Oracle
37121,46500,
37122,30000,
37126,28000,
37127,45000,
37129,38500,Servlets
37129,38500,ASP.NET
37129,38500,C++.Net
37129,38500,Java
37129,38500,JSP
37129,38500,Spring
37129,38500,MSSQL
37129,38500,Tomcat
37129,38500,HTML
37129,38500,JavaScript
37129,38500,XML
37129,38500,CSS
37133,92307,Git
37133,92307,Python
37133,92307,AWS
37134,60000,Linux
37134,60000,Java
37134,60000,Oracle
37134,60000,JavaScript
37134,60000,ReactJS
37134,60000,VueJS
37135,115000,Linux
37135,115000,Shell
37135,115000,Github
37135,115000,MySQL
37135,115000,Domino
37135,115000,AWS
37135,115000,TCP/IP
37136,42500,MSSQL
37137,47500,ASP.NET
37137,47500,Python
37137,47500,R
37137,47500,MSSQL
37140,45000,
37141,55000,ASP.NET
37141,55000,C#
37142,36000,
37143,80000,Python
37143,80000,R
37143,80000,Scala
37143,80000,JavaScript
37144,35000,TCP/IP
37144,35000,Excel
37144,35000,Outlook
37144,35000,PowerPoint
37144,35000,Word
37145,35500,Excel
37145,35500,Word
37151,57500,Java
37151,57500,Spring
37155,75000,
37156,100000,HTML
37156,100000,CSS
37156,100000,Angular
37159,38500,Servlets
37159,38500,ASP.NET
37159,38500,C++.Net
37159,38500,Java
37159,38500,JSP
37159,38500,Spring
37159,38500,MSSQL
37159,38500,Tomcat
37159,38500,HTML
37159,38500,JavaScript
37159,38500,XML
37159,38500,CSS
37163,92307,Git
37163,92307,Python
37163,92307,AWS
37164,60000,Linux
37164,60000,Java
37164,60000,Oracle
37164,60000,JavaScript
37164,60000,ReactJS
37164,60000,VueJS
37165,115000,Linux
37165,115000,Shell
37165,115000,Github
37165,115000,MySQL
37165,115000,Domino
37165,115000,AWS
37165,115000,TCP/IP
37166,42500,MSSQL
37167,47500,ASP.NET
37167,47500,Python
37167,47500,R
37167,47500,MSSQL
37170,45000,
37171,55000,ASP.NET
37171,55000,C#
37172,36000,
37173,80000,Python
37173,80000,R
37173,80000,Scala
37173,80000,JavaScript
37174,35000,TCP/IP
37174,35000,Excel
37174,35000,Outlook
